City_ID,City,Country,Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
700,Killybegs,IE,overcast clouds,54.6333,-8.45,37.4,75,90,14.97
701,Wewak,PG,overcast clouds,-3.5534,143.6268,79.3,79,98,5.64
702,Ventspils,LV,overcast clouds,57.3894,21.5606,19.4,86,90,4.61
703,Nioki,CD,light rain,-2.7167,17.6833,81.45,66,30,4.21
704,Kattivakkam,IN,haze,13.2167,80.3167,75.2,73,32,4.61
705,Menongue,AO,overcast clouds,-14.6585,17.691,71.17,81,100,3.94
706,Apatity,RU,broken clouds,67.5641,33.4031,10.99,94,83,5.5
707,Sompeta,IN,broken clouds,18.9333,84.6,69.37,78,75,3.0
708,Sept-Iles,CA,clear sky,50.2001,-66.3821,21.99,58,0,9.22
709,Dalby,AU,few clouds,-27.1833,151.2667,66.99,78,23,10.94
710,La Libertad,EC,broken clouds,-2.2333,-80.9,82.4,69,75,8.05
711,Amaigbo,NG,overcast clouds,5.7892,7.8383,95.72,22,100,3.24
712,Hamada,JP,broken clouds,34.8833,132.0833,42.01,13,53,5.01
713,Oyem,GA,light rain,1.5995,11.5793,74.39,79,85,1.19
714,Synya,RU,overcast clouds,65.3718,58.0387,-22.16,86,100,9.93
715,Ostrovnoy,RU,overcast clouds,68.0531,39.5131,9.54,88,100,7.72
716,Maniitsoq,GL,clear sky,65.4167,-52.9,27.77,82,0,16.22
717,Glace Bay,CA,broken clouds,46.1969,-59.957,34.0,40,75,17.27
718,Zyryanka,RU,overcast clouds,65.75,150.85,-19.12,84,98,17.65
719,Dubovyy Umet,RU,scattered clouds,52.9763,50.2857,-2.2,71,40,8.95
720,Gurupa,BR,few clouds,-1.405,-51.64,93.99,44,17,5.03
721,Privodino,RU,overcast clouds,61.0781,46.5044,-18.22,85,100,8.61
722,Trinidad,BO,broken clouds,-14.8333,-64.9,87.8,66,75,5.75
723,Muros,ES,moderate rain,42.7762,-9.0603,52.0,93,100,15.99
724,Wajir,KE,broken clouds,1.7471,40.0573,96.8,30,75,8.79
725,Sorbhog,IN,broken clouds,26.5,90.8667,64.99,43,52,2.57
726,Bourail,NC,overcast clouds,-21.5667,165.4833,74.41,83,100,2.3
727,Khislavichi,RU,clear sky,54.1871,32.1582,-0.67,93,0,7.74
728,Bure,ET,broken clouds,10.7,37.0667,63.07,30,75,9.62
729,Isabela,PH,broken clouds,6.7085,121.9711,78.8,89,75,1.14
730,Hurghada,EG,clear sky,27.2574,33.8129,69.8,56,0,1.59
731,Sawai Madhopur,IN,clear sky,25.9833,76.3667,56.21,38,0,1.79
732,Anchorage,US,mist,61.2181,-149.9003,10.4,85,90,3.44
733,Turukhansk,RU,light snow,65.8167,87.9833,4.32,94,100,15.64
734,Ahipara,NZ,broken clouds,-35.1667,173.1667,59.43,89,65,6.85
735,Yeniseysk,RU,broken clouds,58.4497,92.1703,33.96,91,72,8.28
736,Grand-Lahou,CI,broken clouds,5.1367,-5.0242,83.5,76,68,8.34
737,Soderhamn,SE,clear sky,61.3037,17.0592,14.0,81,1,1.99
738,Camacha,PT,scattered clouds,33.0833,-16.3333,60.8,88,40,17.27
739,Balabac,PH,overcast clouds,7.9868,117.0645,80.04,83,100,8.75
740,Belle Fourche,US,light snow,44.6714,-103.8522,5.0,78,90,5.75
741,Yatou,CN,broken clouds,37.15,122.3833,28.15,82,61,13.96
742,Tanout,NE,scattered clouds,14.9709,8.8879,77.18,14,38,7.56
743,Edgewood,US,light rain,39.4187,-76.2944,35.01,100,90,5.75
